Product Name,Name,Stars,Title,Date,Description
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Paul,N/A,The Garmin Forerunner 45 is an excellent basic level watch that is easy to use,N/A,"It’s got a lot of vital  stats like Heart Rate, Sleep Tracking information and calories burned. It also gives you your daily steps, and activity stats in color. It’s important to note that you have to “sleep” with your watch for it to actually track your stages of sleep data.  It also has different activity modes like running, biking and treadmill.  Finally it has a long battery life and is easy to charge assuming you have the right charger as I had to get a free replacement one from Garmin.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ross Demirel,N/A,Great looks and great weight but slow to sync with GPS,N/A,"GPS sync takes about 5-10min. You cannot just strap on and start running
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Sam Cheong,N/A,"Super quick GPS tracking, Nice watch face",N/A,"Firstly, Amazon Prime is great. This watch came in good time as a Father's Day from my sons to me. As for the product, it is great. Maybe I am a Garmin watch user all this while so I am quite used to the menu and the buttons. The GPS tracking is great. It can track within 10 seconds compared to the Forerunner 220 which can take several minutes. And this watch has the heart rate monitoring and steps counter. All in one. The clock faces also gave us a variety of choices to choose from. The bad thing is that the there are only two data fields for the custom data screen. Should provide 3.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",m@nican,5.0,"5.0 out of 5 stars
Priced right",N/A,"Worth the money. Works foe what its intended to do. No jazzy stuff.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Rahul Bhatt,5.0,"5.0 out of 5 stars
Worth buying",N/A,"Great watch , helps me in running.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ram Varma,5.0,"5.0 out of 5 stars
Happy Customer",N/A,"Good watch
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Tay,N/A,Good,N/A,"Easy to use
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Leigh Culton,N/A,"There just great, our whole family has one.",N/A,"They’re easy to use, all our kids have one as well now.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Paul,N/A,The Garmin Forerunner 45 is an excellent basic level watch that is easy to use,N/A,"It’s got a lot of vital  stats like Heart Rate, Sleep Tracking information and calories burned. It also gives you your daily steps, and activity stats in color. It’s important to note that you have to “sleep” with your watch for it to actually track your stages of sleep data.  It also has different activity modes like running, biking and treadmill.  Finally it has a long battery life and is easy to charge assuming you have the right charger as I had to get a free replacement one from Garmin.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ross Demirel,N/A,Great looks and great weight but slow to sync with GPS,N/A,"GPS sync takes about 5-10min. You cannot just strap on and start running
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Sam Cheong,N/A,"Super quick GPS tracking, Nice watch face",N/A,"Firstly, Amazon Prime is great. This watch came in good time as a Father's Day from my sons to me. As for the product, it is great. Maybe I am a Garmin watch user all this while so I am quite used to the menu and the buttons. The GPS tracking is great. It can track within 10 seconds compared to the Forerunner 220 which can take several minutes. And this watch has the heart rate monitoring and steps counter. All in one. The clock faces also gave us a variety of choices to choose from. The bad thing is that the there are only two data fields for the custom data screen. Should provide 3.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",m@nican,5.0,"5.0 out of 5 stars
Priced right",N/A,"Worth the money. Works foe what its intended to do. No jazzy stuff.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Rahul Bhatt,5.0,"5.0 out of 5 stars
Worth buying",N/A,"Great watch , helps me in running.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ram Varma,5.0,"5.0 out of 5 stars
Happy Customer",N/A,"Good watch
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Tay,N/A,Good,N/A,"Easy to use
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Leigh Culton,N/A,"There just great, our whole family has one.",N/A,"They’re easy to use, all our kids have one as well now.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Paul,N/A,The Garmin Forerunner 45 is an excellent basic level watch that is easy to use,N/A,"It’s got a lot of vital  stats like Heart Rate, Sleep Tracking information and calories burned. It also gives you your daily steps, and activity stats in color. It’s important to note that you have to “sleep” with your watch for it to actually track your stages of sleep data.  It also has different activity modes like running, biking and treadmill.  Finally it has a long battery life and is easy to charge assuming you have the right charger as I had to get a free replacement one from Garmin.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ross Demirel,N/A,Great looks and great weight but slow to sync with GPS,N/A,"GPS sync takes about 5-10min. You cannot just strap on and start running
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Sam Cheong,N/A,"Super quick GPS tracking, Nice watch face",N/A,"Firstly, Amazon Prime is great. This watch came in good time as a Father's Day from my sons to me. As for the product, it is great. Maybe I am a Garmin watch user all this while so I am quite used to the menu and the buttons. The GPS tracking is great. It can track within 10 seconds compared to the Forerunner 220 which can take several minutes. And this watch has the heart rate monitoring and steps counter. All in one. The clock faces also gave us a variety of choices to choose from. The bad thing is that the there are only two data fields for the custom data screen. Should provide 3.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",m@nican,5.0,"5.0 out of 5 stars
Priced right",N/A,"Worth the money. Works foe what its intended to do. No jazzy stuff.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Rahul Bhatt,5.0,"5.0 out of 5 stars
Worth buying",N/A,"Great watch , helps me in running.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ram Varma,5.0,"5.0 out of 5 stars
Happy Customer",N/A,"Good watch
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Tay,N/A,Good,N/A,"Easy to use
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Leigh Culton,N/A,"There just great, our whole family has one.",N/A,"They’re easy to use, all our kids have one as well now.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Paul,N/A,The Garmin Forerunner 45 is an excellent basic level watch that is easy to use,N/A,"It’s got a lot of vital  stats like Heart Rate, Sleep Tracking information and calories burned. It also gives you your daily steps, and activity stats in color. It’s important to note that you have to “sleep” with your watch for it to actually track your stages of sleep data.  It also has different activity modes like running, biking and treadmill.  Finally it has a long battery life and is easy to charge assuming you have the right charger as I had to get a free replacement one from Garmin.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ross Demirel,N/A,Great looks and great weight but slow to sync with GPS,N/A,"GPS sync takes about 5-10min. You cannot just strap on and start running
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Sam Cheong,N/A,"Super quick GPS tracking, Nice watch face",N/A,"Firstly, Amazon Prime is great. This watch came in good time as a Father's Day from my sons to me. As for the product, it is great. Maybe I am a Garmin watch user all this while so I am quite used to the menu and the buttons. The GPS tracking is great. It can track within 10 seconds compared to the Forerunner 220 which can take several minutes. And this watch has the heart rate monitoring and steps counter. All in one. The clock faces also gave us a variety of choices to choose from. The bad thing is that the there are only two data fields for the custom data screen. Should provide 3.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",m@nican,5.0,"5.0 out of 5 stars
Priced right",N/A,"Worth the money. Works foe what its intended to do. No jazzy stuff.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Rahul Bhatt,5.0,"5.0 out of 5 stars
Worth buying",N/A,"Great watch , helps me in running.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Ram Varma,5.0,"5.0 out of 5 stars
Happy Customer",N/A,"Good watch
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Tay,N/A,Good,N/A,"Easy to use
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Leigh Culton,N/A,"There just great, our whole family has one.",N/A,"They’re easy to use, all our kids have one as well now.
Read more"
"Garmin Forerunner 45, 42MM Easy-to-Use GPS Running Watch with Garmin Coach Free Training Plan Support, Red (No-Cost EMI Available)",Paul,N/A,The Garmin Forerunner 45 is an excellent basic level watch that is easy to use,N/A,"It’s got a lot of vital  stats like Heart Rate, Sleep Tracking information and calories burned. It also gives you your daily steps, and activity stats in color. It’s important to note that you have to “sleep” with your watch for it to actually track your stages of sleep data.  It also has different activity modes like running, biking and treadmill.  Finally it has a long battery life and is easy to charge assuming you have the right charger as I had to get a free replacement one from Garmin.
Read more"
